"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"Anal_Fin_Length",1,21603.9500715027,21603.9500715027,8165.69705147101,2.91493523017675e-121
"Genus",6,350.118409453519,58.3530682422531,22.0558497734442,6.70562846391203e-18
"Anal_Fin_Length:Genus",6,271.762857209152,45.2938095348587,17.1198103006428,1.3521966419773e-14
"Residuals",133,351.877536161135,2.64569576061004,NA,NA
